DetectorID,Location
628.1.491,I-215 SB Far Hills OnRamp between Sunset Road and Durango
738.1.745,US-93 NB at US 95 NB On Ramp between US-93 NB at US 95 NB On Ramp and US-93 NB
540.1.100,I-15 SB Jean Off Ramp between I-15 SB and Jean
666.3.459,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
646.1.485,I-215 NB Sahara OnRamp between Flamingo Road and Tropicana Avenue
61.2.18,I-15 NB Tropicana On-Ramp between I-15 NB and Tropicana Avenue
585.1.432,I-15 SB 215 CC On Ramp between 215 CC and I-15 SB
9.1.3,CC-215 WB between I-15 SB to I-215 WB/EB Ramp and I-215 WB Decatur Off-Ramp
64.1.19,I-15 SB between I-15 SB Tropicana Off-Ramp and I-15 SB Tropicana On-Ramp
377.2.296,I-515 NB between Mountain Vista Street and Denning Street
592.1.468,CC-215 WB between Russell Road and Tropicana Avenue
111.1.42,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp
159.2.57,I-15 SB  Cheyenne Off-Ramp between Lake Mead Boulevard and I-15 SB
711.5.732,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
470.2.244,I-15 SB Cheyenne Ave On-Ramp between Cheyenne Avenue and I-15 SB
171.2.764,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
575.5.446,I-15 SB between N LV Hwy and Craig Rd
666.1.455,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
88.1.28,I-15 NB Spring Mtn EB On-Ramp between Spring Mountain Road and I-15 NB
91.2.29,I-15 SB between I-15 SB Spring Mtn Off-Ramp and I-15 SB Spring Mtn On-Ramp
441.3.336,I-15 NB between 1.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
212.3.279,I-515 SB between I-515 SB Charleston Off-Ramp and I-515 SB Charleston On-Ramp
388.2.244,I-15 SB between Colton Avenue and Cartier Avenue
472.2.250,I-15 SB Craig EB On-Ramp between Craig Road and I-15 SB
714.2.725,I-11 NB between Silverline Rd and US-93
202.4.66,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
446.1.350,I-15 NB between 6.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
368.1.372,I-515 SB between Waterwheel Falls Drive and American Pacific Drive
615.1.465,I-215 SB Sunset OffRamp between Cheyenne Avenue and Alexander Road
580.1.436,I-15 NB 215 CC Off Ramp between I-15 NB and 215 CC
453.1.509,US-95 NB between CC-215 EB and Decatur Road
647.1.482,I-215 NB Sahara OffRamp between Tropicana Avenue and Russell Road
434.1.356,I-15 SB between 10.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
465.1.12,I 15 Exp SB between Russell Road and Oquendo
689.2.521,US-95 SB between Clark County 215 and Elkhorn
396.2.246,I-15 NB between Cartier Avenue and Colton Avenue
334.2.211,US-95 SB between US-95 SB Decatur On-Ramp and US-95 SB Valley View Off-Ramp
129.2.49,I-15 NB to US-95 SB Ramp between I-15 NB and I-515 SB
364.2.127,I-515 SB between Stephanie Street and Denning Street
465.2.82,I 15 Exp SB between Oquendo and Patrick Lane
444.1.100,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
352.1.318,I-15 SB between Barbara Lane and Erie Avenue
371.4.402,I-515 SB between College Drive and Appian Drive
201.1.39,I-515 NB Casino Ctr On-Ramp between Casino Center Boulevard and I-515 NB
210.1.62,I-515 SB between I-515 SB Eastern On-Ramp and I-515 SB Charleston Off-Ramp
393.1.432,I-15 SB between Clark County 215 and Ann Road
400.2.425,I-15 NB between Smiley Road and Ann Road
403.4.535,I-15 NB between Centennial Parkway and Speedway Boulevard
479.1.262,CC-215 EB between Warm Springs Road and Windmill Ln
491.2.236,CC-215 WB between Carnegie Dr and Pecos Road
578.1.419,I-15 NB Lamb Off Ramp between I-15 NB and Lamb
198.1.70,I-515 NB between I-515 NB LV Blvd Off-Ramp and I-515 NB LV Blvd On-Ramp
70.1.775,I-15 NB between I-15 NB Tropicana On-Ramp and I-15 NB Flamingo EB Off-Ramp
734.2.723,US-93 NB at I-11 NB Ramp between US-93 NB at I-11 NB Ramp and I-11 NB
169.3.210,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
677.1.449,I-215 NB Jones OffRamp between Cheyenne Avenue and Alexander Road
114.2.757,I-15 NB Charleston Off-Ramp between I-15 NB and Charleston Boulevard
171.4.763,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
63.2.18,I-15 NB Tropicana Ave On-Ramp between Tropicana Avenue and I-15 NB
121.3.768,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
462.2.27,I 15 Exp SB between Highland and Twain
529.3.14,I-15 SB CD between Russell Road and Hacienda Avenue
351.1.315,I-15 SB between Erie Avenue and Pyle Avenue
712.2.730,I-11 NB between Buchanan Blvd and US-95
597.1.488,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
179.2.75,I-515 NB between US-95 NB to I-15 SB Ramp and US-95 NB to I-15 NB Ramp
69.3.776,I-15 SB between I-15 SB Tropicana On-Ramp and I-15 SB Russell Off-Ramp
437.3.327,I-15 NB between Saint Rose Parkway and Roban Street
394.2.433,I-15 SB between Centennial Parkway and Clark County 215
457.3.52,I 15 Exp NB between Hacienda Avenue and Tropicana Avenue
397.2.248,I-15 NB between Colton Avenue and Alexander Road
465.3.83,I 15 Exp SB between Patrick Lane and CC-215 WB
59.2.18,I-15 NB between I-15 NB Tropicana Off-Ramp and I-15 NB Tropicana On-Ramp
41.1.95,I-15 SB between I-215 WB to I-15 SB Ramp and I-215 EB to I-15 SB Ramp
25.1.547,CC-215 WB between Gilespie Street and Las Vegas Boulevard
459.2.28,I 15 Exp NB between Twain and Highland
651.1.490,I-215 NB Far Hills OffRamp between Sunset Road and Durango
710.5.737,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
117.1.46,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp
630.1.494,I-215 SB Summerlin OnRamp between Sunset Road and Durango
513.1.106,I-515 SB to I-215 WB OnRamp between I-515 SB and CC-215 WB
575.4.533,I-15 SB between N LV Hwy and Craig Rd
159.2.57,I-15 SB  Lake Mead EB On-Ramp between Lake Mead Boulevard and I-15 SB
449.1.358,I-15 NB between 9.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
212.4.363,I-515 SB between I-515 SB Charleston Off-Ramp and I-515 SB Charleston On-Ramp
358.2.320,I-15 NB between Erie Avenue and Barbara Lane
664.1.461,CC-215 WB between Sahara Avenue and Charleston Boulevard
476.2.262,CC-215 WB between Windmill Ln and Warm Springs Road
358.1.325,I-15 NB between Erie Avenue and Barbara Lane
659.1.723,CC-215 WB between Sunset Road and Russell Road
116.2.45,I-15 NB Grand Central On-Ramp between Grand Central Parkway and I-15 NB
422.1.326,I-15 SB between Roban Street and Saint Rose Parkway
682.1.451,I-215 SB Jones OnRamp between I-515 SB College On Ramp and Charleston Boulevard
674.1.454,CC-215 EB between I-515 SB College On Ramp and Charleston Boulevard
402.1.438,I-15 NB between Clark County 215 and Centennial Parkway
605.1.494,CC-215 EB between I-515 SB College Off Ramp and I-515 SB College On Ramp
505.2.273,CC-215 EB between Cimmaron and Buffalo
49.3.15,I-15 NB between I-15 NB Russell Off-Ramp and I-15 NB Russell On-Ramp
413.1.208,US-95 NB between Torrey Pines Drive and Meadows Lane
449.3.356,I-15 NB between 9.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
386.1.399,I-515 NB between College Drive and Bitterroot Street
524.3.8,I-15 NB CD between Clark County 215 and Warm Springs Road
420.2.160,US-95 NB between Ann Road and Rancho Drive
438.3.329,I-15 NB between Roban Street and Sloan Road
408.1.227,US-95 SB between Half Moon Bay and Cheyenne Avenue
499.2.542,AC SB between Sunset Road and Pilot SB
372.2.405,I-515 SB between Bitterroot Street and College Drive
378.2.299,I-515 NB between Denning Street and Stephanie Street
97.2.33,I-15 NB between I-15 NB Desert Inn On-Ramp and I-15 NB Sahara Off-Ramp
215.1.278,I-515 NB between I-515 NB Charleston Off-Ramp and I-515 NB Charleston On-Ramp
125.2.49,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
429.3.100,I-15 SB between 5.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
430.1.346,I-15 SB between 6.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
56.1.14,I-15 SB between I-15 SB Russell Off-Ramp and I-15 SB Russell On-Ramp
433.1.353,I-15 SB between 9.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
367.3.371,I-515 SB between American Pacific Drive and Warm Springs Road
392.3.416,I-15 SB between Ann Road and Smiley Road
488.1.258,CC-215 WB between Gibson Rd and Drawback St
139.2.53,I-15 NB Wash./D-Street Off-Ramp between I-15 NB and D Street
352.3.322,I-15 SB between Barbara Lane and Erie Avenue
55.1.13,I-15 SB Russell On-Ramp between Russell Road and I-15 SB
659.1.550,CC-215 WB between Sunset Road and Russell Road
124.2.49,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp
425.1.335,I-15 SB between 1.71 Miles south of Sloan Road and 0.71 Miles south of Sloan Road
372.1.404,I-515 SB between Bitterroot Street and College Drive
607.2.484,CC-215 EB between Charleston Boulevard and Sahara Avenue
17.2.141,I-15 SB between I-215 EB to I-15 SB Ramp and Blue Diamond Road
391.3.252,I-15 SB between Smiley Road and Craig Road
101.1.35,I-15 NB Sahara On-Ramp between Sahara Avenue and I-15 NB
520.1.79,I 15 Exp SB between Blue Diamond Road and Wigwam Avenue
716.1.729,I-11 NB US 95 Off Ramp between I-11 NB and US-95
155.2.239,I-15 SB between I-15 SB  Lake Mead Off-Ramp and I-15 SB  Lake Mead WB On-Ramp
412.2.517,US-95 SB between Ann Road and Clark County 215
673.1.451,CC-215 EB between I-515 SB College Off Ramp and I-515 SB College On Ramp
190.1.750,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
427.2.340,I-15 SB between 3.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
719.1.729,I-11 SB US 95 On Ramp between I-11 SB and US-95
221.1.279,I-515 SB Boulder Hwy Off-Ramp between I-515 SB and Boulder Highway
493.2.122,CC-215 WB between Spencer St and Wigwam Ave
592.2.470,CC-215 WB between Russell Road and Tropicana Avenue
743.2.552,I-215 NB Ann On Ramp between I-215 NB Ann On Ramp and I-215 NB
587.1.427,I-15 SB Lamb On Ramp between Lamb and I-15 SB
711.4.733,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
702.3.723,I-11 SB between Paradise Hills Dr and US-93
366.1.103,I-515 SB between Warm Springs Road and Sunset Road
382.2.370,I-515 NB between American Pacific Drive and Waterwheel Falls Drive
348.1.149,I-15 SB between Wigwam Avenue and Robindale Road
441.1.338,I-15 NB between 1.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
702.2.721,I-11 SB between Paradise Hills Dr and US-93
110.1.41,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp
403.3.534,I-15 NB between Centennial Parkway and Speedway Boulevard
593.1.472,CC-215 WB between Tropicana Avenue and Flamingo Road
514.2.158,I 15 Exp NB between Serene Avenue and Silverado Ranch
665.2.462,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
439.2.333,I-15 NB between Sloan Road and 0.71 Miles south of Sloan Road
423.2.330,I-15 SB between Sloan Road and Roban Street
648.1.488,I-215 NB Charleston OnRamp between Russell Road and Sunset Road
383.2.375,I-515 NB between Waterwheel Falls Drive and Long Acres Drive
426.1.336,I-15 SB between 2.71 Miles south of Sloan Road and 1.71 Miles south of Sloan Road
360.2.288,I-515 SB between Viking Road and Boulder Highway
419.3.217,US-95 NB between Rancho Drive and Craig Road
461.3.32,I 15 Exp SB between Meade and Desert Inn Road
612.2.465,CC-215 EB between Russell Road and Sunset Road
329.2.198,US-95 SB between US-95 SB Valley View Off-Ramp and US-95 SB Valley View On-Ramp
591.2.466,CC-215 WB between Sunset Road and Russell Road
220.1.283,I-515 SB between I-15 SB Boulder Off-Ramp and I-515 SB Boulder Hwy Off-Ramp
730.1.745,US-93 NB between US-93 NB and US-95 NB
690.1.524,US-95 SB between Elkhorn and Durango
733.1.747,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
182.1.75,US-95 NB to I-15 NB Ramp between I-515 NB and I-15 NB
522.2.15,I-15 NB CD between Hacienda Avenue and Russell Road
444.3.345,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
456.3.13,I 15 Exp NB between Oquendo and Russell Road
458.1.18,I 15 Exp NB between Tropicana Avenue and Tompkins
514.1.140,I 15 Exp NB between Serene Avenue and Silverado Ranch
385.3.387,I-515 NB between Appian Drive and College Drive
512.1.125,I-215 EB to I-515 NB OnRamp between CC-215 EB and I-515 NB
660.1.725,CC-215 WB between Russell Road and Tropicana Avenue
546.1.406,I-515 NB WagonWheel Off Ramp between I-515 NB and WagonWheel
461.4.31,I 15 Exp SB between Desert Inn Road and Spring Mountain Road
103.1.770,I-15 SB Sahara WB Off-Ramp between I-15 SB and Sahara Avenue
395.2.442,I-15 SB between Speedway Boulevard and Centennial Parkway
612.1.467,CC-215 EB between Russell Road and Sunset Road
190.3.74,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
503.2.272,CC-215 WB between Tenaya and Buffalo
617.1.469,I-215 SB Russel OffRamp between Cheyenne Avenue and Lake Mead Boulevard
679.1.453,I-215 NB Decatur OffRamp between Cheyenne Avenue and Lake Mead Boulevard
203.3.68,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
457.2.16,I 15 Exp NB between I-15 NB Russell On-Ramp and Hacienda Avenue
654.1.500,I-215 NB Lake Mead OnRamp between Sunset Road and Durango
382.3.369,I-515 NB between American Pacific Drive and Waterwheel Falls Drive
411.2.222,US-95 SB between Rancho Drive and Ann Road
49.1.82,I-15 NB between I-15 NB Russell Off-Ramp and I-15 NB Russell On-Ramp
419.2.217,US-95 NB between Rancho Drive and Craig Road
523.1.12,I-15 NB CD between Russell Road and Oquendo
374.2.169,I-515 NB between Boulder Highway and Viking Road
65.2.19,I-15 SB Tropicana Off-Ramp between I-15 SB and Tropicana Avenue
388.1.245,I-15 SB between Colton Avenue and Cartier Avenue
481.1.124,CC-215 EB between Eastern Avenue and McLeod Dr
207.2.63,I-515 NB between I-515 NB Eastern Off-Ramp and I-515 NB Eastern On-Ramp
370.2.388,I-515 SB between Appian Drive and Long Acres Drive
547.1.400,I-515 NB WagonWheel On Ramp between WagonWheel and I-515 NB
694.1.538,I-15 NB LV Blvd OnRamp between I-15 NB and 1.71 Miles south of Sloan Road
393.3.428,I-15 SB between Clark County 215 and Ann Road
526.1.144,I-15 NB CD between Blue Diamond Road and Wigwam Avenue
39.1.8,I-15 NB between I-215 EB to I-15 NB Ramp and I-215 WB to I-15 NB Ramp
368.3.381,I-515 SB between Waterwheel Falls Drive and American Pacific Drive
409.3.409,US-95 SB between Cheyenne Avenue and Craig Road
471.2.246,I-15 NB Cheyenne Ave On-Ramp between Cheyenne Avenue and I-15 NB
486.2.260,CC-215 EB between La Laguna St and Great Basin Hwy
2.723.455,CC-215 EB between  and 
705.1.728,I-11 SB between US-95 and Buchanan Blvd
326.2.195,US-95 NB between US-95 NB Rancho On-Ramp and US-95 NB Valley View Off-Ramp
172.1.51,I-515 SB between US-95 SB to I-15 NB Ramp and I-15 NB to US-95 SB Ramp
362.3.129,I-515 SB between Mountain Vista Street and Dell Santos Drive
537.1.100,I-15 NB Jean On Ramp between Jean and I-15 NB
157.1.240,I-15 SB  Lake Mead Off-Ramp between I-15 SB and Lake Mead Boulevard
604.2.496,CC-215 EB between Lake Mead Boulevard and I-515 SB College Off Ramp
595.1.481,CC-215 WB between I-515 SB to Lake Mead Dr and Sahara Avenue
219.3.360,I-515 NB between I-515 NB Boulder Hwy Off-Ramp and I-515 NB Charleston Off-Ramp
487.1.260,CC-215 WB between Great Basin Hwy and La Laguna St
650.1.492,I-215 NB Far Hills OnRamp between Sunset Road and Durango
710.4.738,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
144.1.54,I-15 SB Washington On-Ramp between D Street and I-15 SB
384.2.383,I-515 NB between Long Acres Drive and Appian Drive
370.1.386,I-515 SB between Appian Drive and Long Acres Drive
102.3.37,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
197.2.69,I-515 NB LV Blvd Off-Ramp between I-515 NB and Las Vegas Boulevard
447.3.77,I-15 NB between 7.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
660.1.552,CC-215 WB between Russell Road and Tropicana Avenue
400.1.423,I-15 NB between Smiley Road and Ann Road
669.2.726,CC-215 EB between Cheyenne Avenue and Alexander Road
712.1.731,I-11 NB between Buchanan Blvd and US-95
3.725.516,I-215 EB Decatur On-Ramp between I-15 SB and 
495.2.266,215 WB to AC NB between AC SB and CC-215 WB
608.1.483,CC-215 EB between Sahara Avenue and I-515 SB to Lake Mead Dr
71.2.23,I-15 NB between I-15 NB Flamingo EB Off-Ramp and I-15 NB Spring Mtn Off-Ramp
220.2.286,I-515 SB between I-15 SB Boulder Off-Ramp and I-515 SB Boulder Hwy Off-Ramp
371.3.397,I-515 SB between College Drive and Appian Drive
649.1.487,I-215 NB Charleston OffRamp between Sunset Road and Durango
393.4.426,I-15 SB between Clark County 215 and Ann Road
435.1.359,I-15 SB between 11.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
392.1.421,I-15 SB between Ann Road and Smiley Road
576.1.412,I-15 NB Craig On Ramp between I-15 NB and Craig Rd
195.1.71,I-515 SB LV Blvd Off-Ramp between I-515 SB and Las Vegas Boulevard
541.1.100,I-15 SB Jean On Ramp between Jean and I-15 SB
575.1.537,I-15 SB between N LV Hwy and Craig Rd
10.1.267,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp
8.1.7,CC-215 WB between I-215 WB to I-15 SB Ramp and I-15 SB to I-215 WB/EB Ramp
126.1.49,I-15 NB MLK Blvd Off-Ramp between I-15 NB and Martin Luther King Boulevard
526.2.79,I-15 NB CD between Blue Diamond Road and Wigwam Avenue
4.1.1,CC-215 EB between I-215 EB Decatur On-Ramp and I-215 EB to I-15 SB Ramp
391.3.410,I-15 SB between Smiley Road and Craig Road
712.4.728,I-11 NB between Buchanan Blvd and US-95
740.1.549,I-215 NB Lone Mtn Off Ramp between I-215 NB Lone Mtn Off Ramp and I-215 NB
531.1.12,Frank Sinatra Drive between I-15 SB and Frank Sinatra Drive
506.2.271,CC-215 EB between Tenaya and Rainbow Boulevard
502.2.270,CC-215 WB between Torrey Pines Drive and Rainbow Boulevard
50.2.12,I-15 NB Russell Off-Ramp between I-15 NB and Russell Road
448.1.355,I-15 NB between 8.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
418.2.225,US-95 NB between Craig Road and Cheyenne Avenue
190.2.74,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
733.1.749,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
443.3.342,I-15 NB between 3.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
486.1.259,CC-215 EB between Gibson Rd and La Laguna St
399.1.413,I-15 NB between Craig Road and Smiley Road
733.2.747,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
707.1.737,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
387.4.400,I-515 NB between Bitterroot Street and Wagon Wheel Drive
150.2.58,I-15 NB Lake Mead WB Off-Ramp between I-15 NB and Lake Mead Boulevard
636.1.464,I-215 NB Sunset OnRamp between Lake Mead Boulevard and Cheyenne Avenue
420.3.160,US-95 NB between Ann Road and Rancho Drive
135.1.80,I-15 SB to US-95 Ramp between I-15 SB and I-515 SB
463.1.24,I 15 Exp SB between Flamingo Road and Harmon Ave
442.2.340,I-15 NB between 2.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
91.1.31,I-15 SB between I-15 SB Spring Mtn Off-Ramp and I-15 SB Spring Mtn On-Ramp
463.3.19,I 15 Exp SB between Tompkins and Tropicana Avenue
702.3.724,I-11 SB between Paradise Hills Dr and US-93
633.1.499,I-215 SB Lake Mead OffRamp between Sunset Road and Durango
386.4.395,I-515 NB between College Drive and Bitterroot Street
167.2.210,US-95 NB between I-15 NB to US-95 NB Ramp and US-95 NB Rancho Off-Ramp
168.1.196,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
54.2.14,I-15 SB Russell Off-Ramp between I-15 SB and Russell Road
707.3.739,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
591.1.464,CC-215 WB between Sunset Road and Russell Road
702.3.726,I-11 SB between Paradise Hills Dr and US-93
524.1.85,I-15 NB CD between Oquendo and Sunset Road
684.1.454,I-215 SB Decatur OnRamp between Sahara Avenue and I-515 SB to Lake Mead Dr
409.2.221,US-95 SB between Cheyenne Avenue and Craig Road
668.1.554,CC-215 EB between Lake Mead Boulevard and Cheyenne Avenue
715.1.724,I-11 NB between US-93 and Paradise Hills Dr
155.1.240,I-15 SB between I-15 SB  Lake Mead Off-Ramp and I-15 SB  Lake Mead WB On-Ramp
430.3.348,I-15 SB between 6.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
121.2.43,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
40.1.9,I-15 SB between I-15 SB to I-215 WB/EB Ramp and I-215 WB to I-15 SB Ramp
396.3.246,I-15 NB between Cartier Avenue and Colton Avenue
395.3.441,I-15 SB between Speedway Boulevard and Centennial Parkway
378.1.301,I-515 NB between Denning Street and Stephanie Street
462.3.26,I 15 Exp SB between Twain and Flamingo Road
504.2.274,CC-215 WB between Cimmaron and Durango
434.2.357,I-15 SB between 10.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
597.2.490,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
413.3.204,US-95 NB between Torrey Pines Drive and Meadows Lane
2.721.453,CC-215 EB between  and 
206.1.64,I-515 SB Eastern On-Ramp between Eastern Avenue and I-515 SB
353.1.323,I-15 SB between Saint Rose Parkway and Barbara Lane
429.2.100,I-15 SB between 5.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
480.2.122,CC-215 EB between Wigwam Ave and Spencer St
507.2.269,CC-215 EB between Torrey Pines Drive and Jones Boulevard
90.2.30,I-15 NB Spring Mtn WB On-Ramp between Spring Mountain Road and I-15 NB
218.3.282,I-515 SB between I-515 SB Charleston On-Ramp and I-15 SB Boulder Off-Ramp
387.1.407,I-515 NB between Bitterroot Street and Wagon Wheel Drive
